CHR,start,end,gene_id,genename,n_snp_input,n_snp_model,model_type,in_sample_r2,in_sample_cor_pvalue
chr3,150050727,150050728,ENSG00000070087.13,PFN2,143,2,NonSpecific,0.13916692479221382,1.8302138900840562e-5
chr3,150552353,150552354,ENSG00000144895.11,EIF2A,142,12,CellTypeSpecific,0.17567751460998757,1.144731376849649e-6
chr3,150703970,150703971,ENSG00000163645.14,ERICH6,151,6,CellTypeSpecific,0.17139782457981353,1.5920157395475358e-6
chr3,151384811,151384812,ENSG00000169313.9,P2RY12,114,18,NonSpecific,0.19319630066337348,2.923171256802547e-7
chr3,151637173,151637174,ENSG00000241151.1,LINC02066,98,14,NonSpecific,0.21182460667450226,6.657747098852624e-8
chr3,151814036,151814037,ENSG00000114771.13,AADAC,86,4,NonSpecific,0.13794523800683384,2.004999959470217e-5
chr3,10992723,10992724,ENSG00000157103.10,SLC6A1,214,9,NonSpecific,0.23994949125477594,6.721463100438582e-9
chr3,11272308,11272309,ENSG00000197548.12,ATG7,213,0,NonSpecific,NA,NA
chr3,11846918,11846919,ENSG00000144559.10,TAMM41,159,32,CellTypeSpecific,0.36602243724004524,7.871715391779462e-14
chr3,12004401,12004402,ENSG00000157152.16,SYN2,123,11,CellTypeSpecific,0.05052034263022638,0.011733442017932295
chr3,12159350,12159351,ENSG00000157150.4,TIMP4,113,2,CellTypeSpecific,0.06499109553953669,0.004115447685046128
chr3,12557013,12557014,ENSG00000075975.15,MKRN2,133,8,CellTypeSpecific,0.108388060753811,1.7759872999312146e-4
chr3,12796471,12796472,ENSG00000144712.11,CAND2,148,8,CellTypeSpecific,0.12574099389030263,4.962798798856347e-5
chr3,13549130,13549131,ENSG00000163520.13,FBLN2,180,10,CellTypeSpecific,0.12406912549020166,5.615174987307301e-5
chr3,14173061,14173062,ENSG00000154767.14,XPC,246,5,CellTypeSpecific,0.08231946441133477,0.0011784219713709934
chr3,14303844,14303845,ENSG00000255021.1,RP11-536I6.2,255,8,NonSpecific,0.2647280097903109,8.357678430484601e-10
chr3,14556074,14556075,ENSG00000144596.12,GRIP2,260,12,CellTypeSpecific,0.2945967296016179,6.200620288980034e-11
chr3,14651745,14651746,ENSG00000154781.15,CCDC174,254,11,NonSpecific,0.10030889592522835,3.200432109276882e-4
chr3,14675098,14675099,ENSG00000131379.9,C3orf20,255,2,NonSpecific,0.19445362324657123,2.6478325049098106e-7
chr3,154121002,154121003,ENSG00000114790.12,ARHGEF26,76,1,NonSpecific,0.05113127596638214,0.011223645097125687
chr3,154324496,154324497,ENSG00000174953.13,DHX36,88,20,NonSpecific,0.1278017901999335,4.261094802950671e-5
chr3,155024123,155024124,ENSG00000196549.10,MME,105,25,NonSpecific,0.056232231698738,0.007751937211501253
chr3,155854428,155854429,ENSG00000169359.13,SLC33A1,126,11,CellTypeSpecific,0.17863560906186665,9.10623788176562e-7
chr3,155870535,155870536,ENSG00000163655.15,GMPS,130,2,NonSpecific,0.04520522683118858,0.017288507478155364
chr3,156673234,156673235,ENSG00000163659.12,TIPARP,148,11,CellTypeSpecific,0.21806254558712004,4.0291221976601355e-8
chr3,156817061,156817062,ENSG00000240875.5,LINC00886,162,18,CellTypeSpecific,0.42725704397294073,1.414961012512763e-16
chr3,156825480,156825481,ENSG00000197980.12,LEKR1,161,4,CellTypeSpecific,0.07618494983471016,0.0018350175026986943
chr3,157533618,157533619,ENSG00000197415.11,VEPH1,215,6,NonSpecific,0.1645853662937605,2.6837289573466573e-6
chr3,158106502,158106503,ENSG00000168779.19,SHOX2,265,37,NonSpecific,0.11975784884304465,7.715772419387042e-5
chr3,158107788,158107789,ENSG00000174891.12,RSRC1,265,33,CellTypeSpecific,0.15460439611875185,5.7331249832409765e-6
chr3,158571162,158571163,ENSG00000178053.17,MLF1,271,14,NonSpecific,0.12736060030907734,4.402542040219345e-5
chr3,158644277,158644278,ENSG00000168827.14,GFM1,283,23,NonSpecific,0.1010003394534626,3.043425291951303e-4
chr3,158693767,158693768,ENSG00000272087.1,RP11-379F4.7,281,37,NonSpecific,0.2932256297511063,7.00264275362025e-11
chr3,158732695,158732696,ENSG00000118849.9,RARRES1,276,5,NonSpecific,0.09990965064110661,3.2947250132198905e-4
chr3,158747576,158747577,ENSG00000118855.18,MFSD1,274,14,CellTypeSpecific,0.05196037602286601,0.010567427161836288
chr3,161372879,161372880,ENSG00000196542.8,SPTSSB,51,22,NonSpecific,0.104483791579402,2.3614735552405223e-4
chr3,165837471,165837472,ENSG00000114200.9,BCHE,26,7,CellTypeSpecific,0.04104631990954508,0.023456221963676294
chr3,168095974,168095975,ENSG00000173905.8,GOLIM4,65,5,NonSpecific,0.13892161746167547,1.8640561532920617e-5
chr3,169663617,169663618,ENSG00000085276.17,MECOM,100,3,NonSpecific,0.006140804583207584,0.38503141382847406
chr3,169812985,169812986,ENSG00000171757.15,LRRC34,103,9,NonSpecific,0.02998797293137633,0.053449673847722416
chr3,170037928,170037929,ENSG00000173890.16,GPR160,104,11,NonSpecific,0.09576760196712576,4.4514891645526115e-4
chr3,170410511,170410512,ENSG00000242578.1,RP11-469J4.3,113,6,NonSpecific,0.22451126452524608,2.3883634864107682e-8
chr3,170418864,170418865,ENSG00000013297.10,CLDN11,116,2,NonSpecific,0.046613259233853614,0.015597977667320264
chr3,171810949,171810950,ENSG00000075651.15,PLD1,84,5,NonSpecific,0.2005592502821968,1.6346984795622377e-7
chr3,177227999,177228000,ENSG00000177565.16,TBL1XR1,51,16,CellTypeSpecific,0.1394425747433875,1.7929102350448572e-5
chr3,179267001,179267002,ENSG00000171121.16,KCNMB3,162,16,NonSpecific,0.26787640821896497,6.383303451401789e-10
chr3,179322990,179322991,ENSG00000121864.9,ZNF639,162,9,NonSpecific,0.254133262141879,2.0538730596901374e-9
chr3,179340321,179340322,ENSG00000260743.1,RP11-255C15.3,162,4,NonSpecific,0.16461238018731447,2.6781953966471606e-6
chr3,179347691,179347692,ENSG00000171109.18,MFN1,162,30,CellTypeSpecific,0.29814498883706403,4.521423837845094e-11
chr3,179451589,179451590,ENSG00000114450.9,GNB4,166,5,NonSpecific,0.11031947907600069,1.5421259369104796e-4
chr3,180602129,180602130,ENSG00000163728.10,TTC14,75,30,CellTypeSpecific,0.11900046381988315,8.15797289266154e-5
chr3,182793499,182793500,ENSG00000058063.15,ATP11B,115,7,NonSpecific,0.05661282447384931,0.007541185567048075
chr3,183428777,183428778,ENSG00000053524.12,MCF2L2,210,2,NonSpecific,0.08486865414905718,9.801682038327487e-4
chr3,183253243,183253244,ENSG00000176597.11,B3GNT5,184,1,NonSpecific,0.04639587418654602,0.015847576750169734
chr3,184053046,184053047,ENSG00000178084.1,HTR3C,291,0,NonSpecific,NA,NA
chr3,184155387,184155388,ENSG00000161202.17,DVL3,298,36,CellTypeSpecific,0.21960944211963848,3.555362882787865e-8
chr3,184186022,184186023,ENSG00000161204.11,ABCF3,317,8,CellTypeSpecific,0.14944996190282858,8.461800225020888e-6
chr3,184230428,184230429,ENSG00000145198.14,VWA5B2,319,0,NonSpecific,NA,NA
chr3,184298708,184298709,ENSG00000175166.16,PSMD2,320,8,NonSpecific,0.145135254465318,1.1705813030375755e-5
chr3,184361650,184361651,ENSG00000114859.15,CLCN2,323,22,CellTypeSpecific,0.057532313427410595,0.007055527363522591
chr3,184361717,184361718,ENSG00000163882.9,POLR2H,323,32,CellTypeSpecific,0.31835722441052267,7.2651313665630915e-12
chr3,184378143,184378144,ENSG00000090534.17,THPO,322,2,NonSpecific,0.08825714653257075,7.671315615806663e-4
chr3,184712001,184712002,ENSG00000177383.4,MAGEF1,273,13,NonSpecific,0.13509435399873246,2.4797031335934498e-5
chr3,184734074,184734075,ENSG00000272970.1,RP11-329B9.4,274,2,NonSpecific,0.026539780758004616,0.06948680795406033
chr3,184812142,184812143,ENSG00000156931.15,VPS8,271,30,CellTypeSpecific,0.42435767890467474,1.9365878848860053e-16
chr3,185153013,185153014,ENSG00000187068.2,C3orf70,248,0,NonSpecific,NA,NA
chr3,186807057,186807058,ENSG00000163918.10,RFC4,79,7,CellTypeSpecific,0.16859936326579053,1.9737404608342322e-6
chr3,187368331,187368332,ENSG00000136514.2,RTP4,63,19,NonSpecific,0.20722602316338137,9.61954771238189e-8
chr3,190322540,190322541,ENSG00000113946.3,CLDN16,123,1,NonSpecific,0.0702878487238012,0.0028081217525131644
chr3,191199240,191199241,ENSG00000188729.6,OSTN,171,23,NonSpecific,0.2771953396987396,2.856691406269277e-10
chr3,191330535,191330536,ENSG00000188958.9,UTS2B,165,9,NonSpecific,0.15211421509247808,6.9210058751192924e-6
chr3,191329076,191329077,ENSG00000152492.13,CCDC50,166,20,NonSpecific,0.19371268019571986,2.806829586415387e-7
chr3,191557323,191557324,ENSG00000223812.5,RP11-197K6.1,150,26,CellTypeSpecific,0.10442800406609666,2.371096608870376e-4
chr3,192918160,192918161,ENSG00000180611.6,MB21D2,41,11,NonSpecific,0.08681234585169607,8.516558529415594e-4
chr3,193593110,193593111,ENSG00000127249.14,ATP13A4,67,0,NonSpecific,NA,NA
chr3,194633688,194633689,ENSG00000145014.17,TMEM44,147,19,NonSpecific,0.29252902069909,7.448427512590469e-11
chr3,194672476,194672477,ENSG00000041802.10,LSG1,150,6,CellTypeSpecific,0.4037001066408492,1.7344645365242642e-15
chr3,195271166,195271167,ENSG00000173950.15,XXYLT1,238,0,NonSpecific,NA,NA
chr3,195584204,195584205,ENSG00000189058.8,APOD,260,25,NonSpecific,0.35688184591971406,1.9216373440429594e-13
chr3,195657926,195657927,ENSG00000229178.1,AC069513.4,270,6,NonSpecific,0.30305474881069877,2.9134282797672344e-11
chr3,195720881,195720882,ENSG00000176945.16,MUC20,274,21,CellTypeSpecific,0.42086895831077165,2.8193513197490637e-16
chr3,195812276,195812277,ENSG00000145113.21,MUC4,280,10,NonSpecific,0.2651431634471919,8.066387485275642e-10
chr3,195952694,195952695,ENSG00000260261.1,RP11-480A16.1,303,7,CellTypeSpecific,0.15201056643882374,6.975399699460788e-6
chr3,196211486,196211487,ENSG00000163959.9,SLC51A,297,7,NonSpecific,0.17286262968780944,1.4222870975502762e-6
chr3,196287956,196287957,ENSG00000161217.11,PCYT1A,295,15,NonSpecific,0.11109104903667705,1.4574824468730009e-4
chr3,196318298,196318299,ENSG00000213123.10,TCTEX1D2,293,12,NonSpecific,0.15122698313767766,7.4005164497546144e-6
chr3,196503767,196503768,ENSG00000163961.4,RNF168,303,0,NonSpecific,NA,NA
chr3,196639685,196639686,ENSG00000174004.5,NRROS,316,11,NonSpecific,0.20010109032523932,1.695127391625768e-7
chr3,196712357,196712358,ENSG00000163964.14,PIGX,315,23,NonSpecific,0.3411595923857493,8.67236714408625e-13
chr3,196712292,196712293,ENSG00000174007.7,CEP19,315,2,NonSpecific,0.08116443836135125,0.0012809497179809344
chr3,196867855,196867856,ENSG00000119231.10,SENP5,290,38,CellTypeSpecific,0.4391727584646403,3.832182077751917e-17
chr3,196968870,196968871,ENSG00000119227.7,PIGZ,287,11,NonSpecific,0.29265290593457705,7.367155203576011e-11
chr3,197506985,197506986,ENSG00000272989.1,LINC02012,198,4,NonSpecific,0.25844610418915964,1.4263830364990278e-9
chr3,197573322,197573323,ENSG00000161267.11,BDH1,188,14,CellTypeSpecific,0.3613690153096718,1.2418330016122827e-13
chr3,197960141,197960142,ENSG00000114473.13,IQCG,107,2,NonSpecific,0.036567079234359444,0.032659948165033696
chr3,15426634,15426635,ENSG00000206562.11,METTL6,296,10,NonSpecific,0.19991085366397351,1.7208612357961778e-7
chr3,15427354,15427355,ENSG00000144597.13,EAF1,296,6,NonSpecific,0.17089264636235238,1.6550699264790153e-6
chr3,15521750,15521751,ENSG00000206561.12,COLQ,273,0,NonSpecific,NA,NA
chr3,16174648,16174649,ENSG00000131386.17,GALNT15,199,40,CellTypeSpecific,0.061172199634307305,0.0054225909547800134
chr3,16264971,16264972,ENSG00000154813.9,DPH3,193,21,CellTypeSpecific,0.2212695255441616,3.1079651277216376e-8
chr3,16265159,16265160,ENSG00000154814.13,OXNAD1,193,8,NonSpecific,0.10106362195258226,3.0294435550449783e-4
chr3,18445587,18445588,ENSG00000182568.16,SATB1,33,11,CellTypeSpecific,0.17263888237202452,1.4470062668012224e-6
chr3,19947024,19947025,ENSG00000163576.17,EFHB,60,21,NonSpecific,0.7288600539603644,1.1611815522589728e-36
chr3,20012329,20012330,ENSG00000183977.13,PP2D1,60,16,NonSpecific,0.10461172971896011,2.339551011251989e-4
chr3,23203019,23203020,ENSG00000182247.9,UBE2E2,38,13,NonSpecific,0.056942692825616835,0.007363197416580867
chr3,27484419,27484420,ENSG00000033867.16,SLC4A7,64,8,NonSpecific,0.0433982279533721,0.019734616363987878
chr3,27638314,27638315,ENSG00000271943.1,RP11-222K16.1,65,10,NonSpecific,0.11944130230769338,7.897623940598712e-5
chr3,27712909,27712910,ENSG00000272282.1,LINC02084,65,18,NonSpecific,0.2439924335817549,4.803935087275208e-9
chr3,32503407,32503408,ENSG00000091317.7,CMTM6,78,8,CellTypeSpecific,0.14830851403985673,9.221452443179739e-6
chr3,33113978,33113979,ENSG00000170275.14,CRTAP,143,6,NonSpecific,0.13030169480703963,3.540549430391772e-5
chr3,33441370,33441371,ENSG00000153560.11,UBP1,154,16,CellTypeSpecific,0.3292965335522493,2.643179280043909e-12
chr3,33794144,33794145,ENSG00000271324.1,RP11-10C24.2,161,34,NonSpecific,0.3697689546726714,5.4405326682436514e-14
chr3,33798351,33798352,ENSG00000170248.13,PDCD6IP,161,4,NonSpecific,0.08885201009683423,7.348071716995539e-4
chr3,36380343,36380344,ENSG00000144681.10,STAC,118,4,NonSpecific,0.26421466988284265,8.732224024550116e-10
chr3,36945056,36945057,ENSG00000168016.13,TRANK1,145,33,NonSpecific,0.16742350572715495,2.1599092767645138e-6
chr3,36973671,36973672,ENSG00000272334.1,RP11-129K12.1,151,11,CellTypeSpecific,0.16174727560400823,3.3326279867439124e-6
chr3,37176531,37176532,ENSG00000093167.17,LRRFIP2,144,13,CellTypeSpecific,0.15456338625304394,5.750950933944134e-6
chr3,37861959,37861960,ENSG00000144677.14,CTDSPL,174,9,CellTypeSpecific,0.1646233652619946,2.6759484238818677e-6
chr3,38137241,38137242,ENSG00000060971.17,ACAA1,207,9,CellTypeSpecific,0.23689909534644735,8.650786803964719e-9
chr3,38496126,38496127,ENSG00000157036.12,EXOG,251,20,CellTypeSpecific,0.33446257269503227,1.6307098015718004e-12
chr3,38950560,38950561,ENSG00000168356.11,SCN11A,277,25,NonSpecific,0.10711951917993208,1.9483904829654486e-4
chr3,39051997,39051998,ENSG00000114742.13,WDR48,284,6,NonSpecific,0.07495138684092846,0.002005840438148006
chr3,39108362,39108363,ENSG00000114745.13,GORASP1,287,47,NonSpecific,0.3206745107257081,5.8720214073054155e-12
chr3,39109084,39109085,ENSG00000168026.18,TTC21A,287,9,NonSpecific,0.17476956072160094,1.2278458530857254e-6
chr3,39281734,39281735,ENSG00000168329.13,CX3CR1,298,0,NonSpecific,NA,NA
chr3,39383347,39383348,ENSG00000144659.10,SLC25A38,285,10,CellTypeSpecific,0.16539952700647945,2.5218110067438487e-6
chr3,39406688,39406689,ENSG00000168028.13,RPSA,282,14,CellTypeSpecific,0.16406639856545857,2.792254071423214e-6
chr3,39808913,39808914,ENSG00000170011.13,MYRIP,244,2,CellTypeSpecific,0.03147049745430455,0.047795097511864816
chr3,40387155,40387156,ENSG00000168032.8,ENTPD3,177,0,NonSpecific,NA,NA
chr3,40457291,40457292,ENSG00000188846.13,RPL14,149,31,CellTypeSpecific,0.23153222904100923,1.3455986460710422e-8
chr3,40477112,40477113,ENSG00000177873.12,ZNF619,144,31,CellTypeSpecific,0.25518792900562237,1.8790199449523164e-9
chr3,41962429,41962430,ENSG00000168038.10,ULK4,122,32,NonSpecific,0.2750646804221203,3.4361088762314387e-10
chr3,42601079,42601080,ENSG00000093183.13,SEC22C,123,2,NonSpecific,0.044417298094265874,0.01831471182873284
chr3,42581839,42581840,ENSG00000008324.11,SS18L2,123,12,CellTypeSpecific,0.08133174812208682,0.0012655649281301516
chr3,42600613,42600614,ENSG00000114857.17,NKTR,123,32,CellTypeSpecific,0.06260042551780465,0.004890933063179618
chr3,42773203,42773204,ENSG00000244607.5,CCDC13,155,11,NonSpecific,0.15638087199978115,5.011172133125117e-6
chr3,43106075,43106076,ENSG00000144647.5,POMGNT2,159,16,CellTypeSpecific,0.22669978361479318,1.9982214955817854e-8
chr3,44338552,44338553,ENSG00000179152.19,TCAIM,354,34,CellTypeSpecific,0.16729875741413366,2.180649720824204e-6
chr3,44429064,44429065,ENSG00000225873.3,LINC00694,358,32,NonSpecific,0.3030325926237573,2.919231367910225e-11
chr3,44510635,44510636,ENSG00000178917.15,ZNF852,368,0,NonSpecific,NA,NA
chr3,44578222,44578223,ENSG00000144792.9,ZNF660,378,29,CellTypeSpecific,0.469264808375162,1.2489353418751334e-18
chr3,44584887,44584888,ENSG00000186448.14,ZNF197,378,14,CellTypeSpecific,0.26167093351129733,1.084647650492793e-9
chr3,44648726,44648727,ENSG00000169981.10,ZNF35,382,5,NonSpecific,0.13626737638552758,2.2722378284723462e-5
chr3,44712642,44712643,ENSG00000196653.11,ZNF502,383,17,NonSpecific,0.24705386252861325,3.7210923164551485e-9
chr3,44729595,44729596,ENSG00000186446.11,ZNF501,378,32,CellTypeSpecific,0.33085381135577674,2.2859218783421387e-12
chr3,44761661,44761662,ENSG00000163807.5,KIAA1143,372,12,NonSpecific,0.21249972169029474,6.30658864816558e-8
chr3,45026182,45026183,ENSG00000163815.5,CLEC3B,382,14,NonSpecific,0.0895011229304327,7.010797570413846e-4
chr3,45388505,45388506,ENSG00000011376.9,LARS2,300,33,CellTypeSpecific,0.2343732709186864,1.0653739662366363e-8
chr3,45555393,45555394,ENSG00000144791.9,LIMD1,290,8,CellTypeSpecific,0.285372549479568,1.399558112278518e-10
chr3,45796534,45796535,ENSG00000163817.15,SLC6A20,290,1,NonSpecific,0.06707685426438464,0.0035402646557190784
chr3,45995823,45995824,ENSG00000163820.14,FYCO1,279,24,NonSpecific,0.21559824959868584,4.9154116559245975e-8
chr3,46574533,46574534,ENSG00000241186.9,TDGF1,204,8,NonSpecific,0.6452433549449247,1.8624351759281583e-29
chr3,46693703,46693704,ENSG00000178038.16,ALS2CL,187,1,CellTypeSpecific,0.02357183885449996,0.08737001446698438
chr3,46744754,46744755,ENSG00000188086.13,PRSS45,185,33,NonSpecific,0.12833743790539545,4.09539827136494e-5
chr3,46979682,46979683,ENSG00000160796.16,NBEAL2,164,23,CellTypeSpecific,0.13865567232051998,1.901444962809397e-5
chr3,47477125,47477126,ENSG00000114650.18,SCAP,254,17,CellTypeSpecific,0.0506842830336757,0.0115943834730491
chr3,47513760,47513761,ENSG00000163832.15,ELP6,257,6,CellTypeSpecific,0.001088904066251687,0.7148665395728855
chr3,48188401,48188402,ENSG00000164045.11,CDC25A,298,52,NonSpecific,0.22491310031205575,2.3114959707280894e-8
chr3,48241099,48241100,ENSG00000164048.13,ZNF589,316,40,CellTypeSpecific,0.3404568072797133,9.269179267216315e-13
chr3,48301684,48301685,ENSG00000172113.8,NME6,338,11,NonSpecific,0.08407262254859765,0.0010382165051872156
chr3,48328340,48328341,ENSG00000229453.2,SPINK8,348,27,NonSpecific,0.1011401632977586,3.012617584991321e-4
chr3,48372218,48372219,ENSG00000164049.14,FBXW12,356,4,NonSpecific,0.1790597376222439,8.811870209360195e-7
chr3,48443847,48443848,ENSG00000232112.3,TMA7,364,23,NonSpecific,0.15999597192000595,3.8079965801221503e-6
chr3,48446709,48446710,ENSG00000164053.19,ATRIP,364,6,NonSpecific,0.1837567832629143,6.118071804163062e-7
chr3,48465810,48465811,ENSG00000213689.11,TREX1,365,15,CellTypeSpecific,0.14873386036631808,8.930806669758368e-6
chr3,48504825,48504826,ENSG00000164054.15,SHISA5,367,3,NonSpecific,0.08070651055269502,0.0013240182800423911
chr3,48561725,48561726,ENSG00000114268.11,PFKFB4,380,2,NonSpecific,0.05998889368726095,0.005906817462414476
chr3,48621854,48621855,ENSG00000183396.3,TMEM89,400,15,CellTypeSpecific,0.1760019774504186,1.116397688446058e-6
chr4,124479,124480,ENSG00000250312.6,ZNF718,265,11,NonSpecific,0.4544848450206128,6.868917420460107e-18
chr4,305320,305321,ENSG00000186777.11,ZNF732,310,9,NonSpecific,0.11966246448009606,7.77012833048276e-5
chr4,499155,499156,ENSG00000182903.15,ZNF721,362,3,NonSpecific,0.08624099263395231,8.875844685909534e-4
chr4,673821,673822,ENSG00000215375.6,MYL5,390,1,NonSpecific,0.07079868281131949,0.002706515123099173
chr4,689440,689441,ENSG00000169026.12,MFSD7,395,33,CellTypeSpecific,0.3706039395605624,5.009120666725764e-14
chr4,705747,705748,ENSG00000185619.18,PCGF3,396,29,CellTypeSpecific,0.44399373036579026,2.2416535562640145e-17
chr4,826197,826198,ENSG00000168993.14,CPLX1,453,56,CellTypeSpecific,0.5089769296549965,1.0051523390830576e-20
chr4,932372,932373,ENSG00000178950.16,GAK,461,8,CellTypeSpecific,0.033744208040855754,0.04030252644564361
chr4,986894,986895,ENSG00000145214.13,DGKQ,465,17,CellTypeSpecific,0.2602481406380502,1.2241287722540147e-9
chr4,993439,993440,ENSG00000145217.13,SLC26A1,467,15,NonSpecific,0.2574218465133953,1.555665413846455e-9
chr4,986996,986997,ENSG00000127415.12,IDUA,465,1,NonSpecific,0.06424759964237176,0.004342396188537638
chr4,1113561,1113562,ENSG00000178222.12,RNF212,463,13,NonSpecific,0.35797499817736167,1.7282126855948895e-13
chr4,1249136,1249137,ENSG00000159692.15,CTBP1,448,4,NonSpecific,0.07545966808420504,0.001933610105124512
chr4,1289850,1289851,ENSG00000090316.15,MAEA,451,18,NonSpecific,0.29218743369656014,7.67712102847565e-11
chr4,1347265,1347266,ENSG00000163945.15,UVSSA,455,21,NonSpecific,0.37718397792796937,2.6025112186733108e-14
chr4,1391551,1391552,ENSG00000179979.8,CRIPAK,466,71,NonSpecific,0.5274443433893301,9.35005243090883e-22
chr4,41990471,41990472,ENSG00000014824.13,SLC30A9,153,20,NonSpecific,0.2498258805112514,2.9503600080025916e-9
chr4,42152877,42152878,ENSG00000188848.15,BEND4,154,0,NonSpecific,NA,NA
chr4,42657104,42657105,ENSG00000124406.16,ATP8A1,131,6,NonSpecific,0.16014275447851228,3.7657073763843987e-6
chr4,44448806,44448807,ENSG00000183783.6,KCTD8,96,0,NonSpecific,NA,NA
chr4,44678556,44678557,ENSG00000151806.13,GUF1,97,25,CellTypeSpecific,0.2776147562317689,2.754542414969025e-10
chr4,44726594,44726595,ENSG00000163281.11,GNPDA2,102,15,CellTypeSpecific,0.12560158693596463,5.014199602309376e-5
chr4,46475229,46475230,ENSG00000151834.15,GABRA2,42,12,NonSpecific,0.1573856984701428,4.643390627716827e-6
chr4,47914140,47914141,ENSG00000170448.11,NFXL1,108,25,NonSpecific,0.057313519442325676,0.0071681558876377305
chr4,47914205,47914206,ENSG00000163293.11,NIPAL1,108,8,NonSpecific,0.11493412304139197,1.0997977685110077e-4
chr4,48016671,48016672,ENSG00000198515.13,CNGA1,108,13,CellTypeSpecific,0.3687160849241939,6.036965156754591e-14
chr4,48805211,48805212,ENSG00000109180.14,OCIAD1,88,13,NonSpecific,0.019778870921083377,0.11773241631065197
chr4,51842999,51843000,ENSG00000109184.14,DCUN1D4,13,5,NonSpecific,0.05378197802783871,0.009258542985112746
chr4,55346108,55346109,ENSG00000128039.10,SRD5A3,178,27,CellTypeSpecific,0.3844814661815464,1.2491070273208318e-14
chr4,55387948,55387949,ENSG00000273257.1,RP11-177J6.1,192,0,NonSpecific,NA,NA
chr4,55395956,55395957,ENSG00000134851.12,TMEM165,194,16,NonSpecific,0.10972215271526398,1.610986213680336e-4
chr4,55547110,55547111,ENSG00000134852.14,CLOCK,218,27,CellTypeSpecific,0.03139408931902696,0.04807070833713848
chr4,56049072,56049073,ENSG00000109265.13,KIAA1211,246,3,NonSpecific,0.07279390578481854,0.0023436738613422073
chr4,56387507,56387508,ENSG00000157426.13,AASDH,222,18,NonSpecific,0.13358928017271599,2.773543575881534e-5
chr4,56435614,56435615,ENSG00000128059.8,PPAT,221,6,NonSpecific,0.04418923746933486,0.018623161190230116
chr4,56435740,56435741,ENSG00000128050.8,PAICS,221,5,CellTypeSpecific,0.07595414825280641,0.0018658348171715572
chr4,56466914,56466915,ENSG00000174780.15,SRP72,221,33,CellTypeSpecific,0.176293248506137,1.0915528228998605e-6
chr4,56821741,56821742,ENSG00000128040.10,SPINK2,179,23,NonSpecific,0.35628171638916434,2.0367310804222521e-13
chr4,56961372,56961373,ENSG00000269949.1,RP11-738E22.3,172,6,NonSpecific,0.16088605121644667,3.558577579339609e-6
chr4,56978638,56978639,ENSG00000084092.6,NOA1,171,4,NonSpecific,0.12714218553199919,4.474276808042585e-5
chr4,61428220,61428221,ENSG00000205682.2,RP11-798L4.1,20,4,NonSpecific,0.09820041756034525,3.7306001915533203e-4
chr4,67468250,67468251,ENSG00000250075.5,RP11-584P21.2,186,11,NonSpecific,0.15660802436658447,4.925591874573153e-6
chr4,67545605,67545606,ENSG00000145241.10,CENPC,185,6,NonSpecific,0.10483771027285349,2.3013209428344748e-4
chr4,67558727,67558728,ENSG00000035720.7,STAP1,186,3,NonSpecific,0.09521648472897137,4.633132092775579e-4
chr4,67701178,67701179,ENSG00000033178.12,UBA6,187,8,CellTypeSpecific,0.02087587020898081,0.10792099316624389
chr4,67754359,67754360,ENSG00000109163.6,GNRHR,187,28,NonSpecific,0.3449571739638848,6.045616660804229e-13
chr4,69051362,69051363,ENSG00000171234.13,UGT2B7,177,20,CellTypeSpecific,0.31968153822348067,6.433424738873398e-12
chr4,69526013,69526014,ENSG00000156096.13,UGT2B4,216,64,NonSpecific,0.2526861314887318,2.3201387318929567e-9
chr4,69787960,69787961,ENSG00000173597.8,SULT1B1,215,20,NonSpecific,0.11024816815128036,1.5501907723486954e-4
chr4,70397881,70397882,ENSG00000171199.10,OPRPN,216,31,NonSpecific,0.2207064280751672,3.253121807250421e-8
chr4,70992537,70992538,ENSG00000156136.9,DCK,87,16,CellTypeSpecific,0.18758258156308136,4.539310937128394e-7
chr4,74114173,74114174,ENSG00000163738.18,MTHFD2L,58,15,NonSpecific,0.10534251815980791,2.2181451182647725e-4
chr4,74794685,74794686,ENSG00000174808.11,BTC,94,0,NonSpecific,NA,NA
chr4,75084716,75084717,ENSG00000260265.1,RP11-44F21.5,132,15,CellTypeSpecific,0.6948550318293572,1.7012845667924123e-33
chr4,75514216,75514217,ENSG00000163743.13,RCHY1,215,0,NonSpecific,NA,NA
chr4,75724524,75724525,ENSG00000138757.14,G3BP2,228,26,CellTypeSpecific,0.11004775940939501,1.5730804119345164e-4
chr4,75902570,75902571,ENSG00000156194.17,PPEF2,234,2,NonSpecific,0.19489127360277006,2.5581277800852055e-7
chr4,75940948,75940949,ENSG00000138744.14,NAAA,233,25,NonSpecific,0.45232400666628314,8.779639143653318e-18
chr4,76148514,76148515,ENSG00000138750.14,NUP54,220,14,NonSpecific,0.2092947689563384,8.153691309416775e-8
chr4,76234535,76234536,ENSG00000138760.9,SCARB2,221,1,NonSpecific,0.04967350761132378,0.012479105020147636
chr4,76214039,76214040,ENSG00000189157.13,FAM47E,220,12,CellTypeSpecific,0.24123598153634984,6.041219317022726e-9
chr4,76421867,76421868,ENSG00000163749.17,CCDC158,216,14,NonSpecific,0.10576885500610393,2.1502272274847903e-4
chr4,77819614,77819615,ENSG00000138767.12,CNOT6L,92,33,CellTypeSpecific,0.14778577228476036,9.591481437443572e-6
chr4,78551518,78551519,ENSG00000138772.12,ANXA3,112,6,CellTypeSpecific,0.25840663595088476,1.431162655329617e-9
